"idUsuario";"reputacao";"respostas";"perguntas";"comentariospergunta";"comentariosresposta";"comunidade"
"1_1700";"26";"0";"2";"1";"1";"BIO"
"1_2957";"26";"0";"1";"1";"5";"BIO"
"1_3006";"26";"0";"1";"0";"0";"BIO"
"1_3527";"26";"1";"0";"0";"0";"BIO"
"1_3749";"26";"0";"1";"0";"0";"BIO"
"1_3760";"26";"0";"2";"1";"0";"BIO"
"1_3842";"26";"1";"0";"0";"0";"BIO"
"1_4089";"26";"0";"1";"0";"1";"BIO"
"1_4176";"26";"0";"1";"0";"0";"BIO"
"1_4180";"26";"0";"1";"1";"0";"BIO"
"1_4403";"26";"0";"1";"0";"0";"BIO"
"1_4449";"26";"1";"1";"0";"0";"BIO"
"1_4671";"26";"0";"1";"0";"0";"BIO"
"1_4775";"26";"0";"1";"4";"2";"BIO"
"1_4789";"26";"1";"2";"1";"1";"BIO"
"1_4820";"26";"1";"0";"0";"0";"BIO"
"1_4866";"26";"0";"1";"0";"0";"BIO"
"1_5180";"26";"0";"1";"0";"0";"BIO"
"1_568";"26";"0";"1";"0";"0";"BIO"
"1_5936";"26";"0";"2";"0";"0";"BIO"
"1_6153";"26";"1";"1";"1";"0";"BIO"
"1_701";"26";"0";"1";"1";"1";"BIO"
"1_706";"26";"0";"1";"0";"0";"BIO"
"1_719";"26";"0";"1";"0";"2";"BIO"
"1_756";"26";"0";"1";"0";"2";"BIO"
"1_778";"26";"0";"1";"0";"0";"BIO"
"1_910";"26";"0";"1";"0";"0";"BIO"
"1_3647";"25";"0";"2";"0";"3";"BIO"
"1_4155";"25";"0";"2";"1";"2";"BIO"
"1_5502";"25";"0";"4";"4";"15";"BIO"
"1_6047";"25";"0";"2";"1";"3";"BIO"
"1_1119";"24";"0";"1";"0";"0";"BIO"
"1_4957";"24";"1";"1";"0";"1";"BIO"
"1_1504";"23";"2";"1";"0";"0";"BIO"
"1_1721";"23";"0";"1";"0";"0";"BIO"
"1_1882";"23";"0";"1";"0";"1";"BIO"
"1_3138";"23";"0";"1";"0";"0";"BIO"
"1_3763";"23";"0";"1";"0";"0";"BIO"
"1_3888";"23";"0";"1";"1";"0";"BIO"
"1_3981";"23";"2";"0";"0";"0";"BIO"
"1_4660";"23";"0";"1";"0";"0";"BIO"
"1_5101";"23";"0";"1";"0";"0";"BIO"
"1_5460";"23";"0";"11";"1";"10";"BIO"
"1_5603";"23";"0";"1";"0";"1";"BIO"
"1_6082";"23";"0";"2";"0";"1";"BIO"
"1_846";"23";"0";"1";"0";"0";"BIO"
"1_888";"23";"0";"1";"0";"0";"BIO"
"1_1359";"22";"0";"1";"1";"2";"BIO"
"1_1027";"21";"1";"0";"0";"0";"BIO"
"1_1030";"21";"0";"1";"0";"0";"BIO"
"1_1271";"21";"1";"0";"0";"1";"BIO"
"1_1332";"21";"1";"0";"0";"1";"BIO"
"1_1351";"21";"1";"0";"0";"0";"BIO"
"1_1365";"21";"1";"0";"0";"0";"BIO"
"1_1371";"21";"0";"1";"2";"0";"BIO"
"1_1437";"21";"0";"1";"0";"0";"BIO"
"1_1463";"21";"1";"0";"0";"0";"BIO"
"1_1498";"21";"1";"0";"0";"0";"BIO"
"1_1515";"21";"0";"1";"0";"0";"BIO"
"1_1518";"21";"1";"0";"0";"0";"BIO"
"1_1545";"21";"1";"0";"0";"0";"BIO"
"1_1548";"21";"1";"0";"0";"0";"BIO"
"1_1617";"21";"1";"0";"0";"0";"BIO"
"1_1639";"21";"0";"1";"0";"0";"BIO"
"1_1673";"21";"0";"1";"0";"0";"BIO"
"1_1719";"21";"1";"0";"0";"0";"BIO"
"1_1720";"21";"1";"0";"0";"0";"BIO"
"1_1726";"21";"1";"0";"0";"0";"BIO"
"1_1888";"21";"0";"1";"0";"0";"BIO"
"1_1904";"21";"0";"2";"0";"1";"BIO"
"1_2930";"21";"0";"1";"1";"1";"BIO"
"1_2977";"21";"1";"0";"0";"0";"BIO"
"1_2998";"21";"0";"1";"0";"0";"BIO"
"1_3000";"21";"1";"0";"0";"0";"BIO"
"1_3062";"21";"0";"1";"0";"0";"BIO"
"1_3266";"21";"2";"0";"0";"0";"BIO"
"1_3269";"21";"0";"1";"0";"0";"BIO"
"1_3308";"21";"0";"1";"3";"0";"BIO"
"1_3441";"21";"0";"1";"0";"0";"BIO"
"1_3541";"21";"0";"1";"0";"0";"BIO"
"1_3562";"21";"1";"0";"0";"0";"BIO"
"1_3586";"21";"2";"0";"0";"0";"BIO"
"1_3630";"21";"0";"1";"1";"0";"BIO"
"1_3750";"21";"0";"1";"2";"0";"BIO"
"1_4098";"21";"0";"1";"1";"0";"BIO"
"1_4161";"21";"1";"0";"0";"0";"BIO"
"1_4172";"21";"0";"1";"0";"0";"BIO"
"1_4280";"21";"0";"1";"0";"0";"BIO"
"1_4355";"21";"1";"0";"0";"0";"BIO"
"1_4367";"21";"1";"0";"0";"0";"BIO"
"1_437";"21";"1";"0";"0";"0";"BIO"
"1_4407";"21";"0";"1";"0";"0";"BIO"
"1_4435";"21";"1";"0";"0";"0";"BIO"
"1_4524";"21";"0";"2";"1";"1";"BIO"
"1_4525";"21";"0";"1";"1";"2";"BIO"
"1_4527";"21";"1";"0";"0";"0";"BIO"
"1_4553";"21";"0";"1";"0";"0";"BIO"
"1_4568";"21";"0";"1";"0";"0";"BIO"
"1_4607";"21";"0";"1";"0";"1";"BIO"
"1_4740";"21";"0";"2";"2";"0";"BIO"
"1_4757";"21";"0";"1";"1";"0";"BIO"
"1_4806";"21";"0";"2";"0";"0";"BIO"
"1_4829";"21";"1";"0";"0";"0";"BIO"
"1_4921";"21";"1";"0";"0";"0";"BIO"
"1_4953";"21";"1";"0";"0";"0";"BIO"
"1_4955";"21";"0";"1";"0";"0";"BIO"
"1_4973";"21";"1";"0";"0";"0";"BIO"
"1_5021";"21";"0";"1";"2";"0";"BIO"
"1_5037";"21";"1";"0";"0";"0";"BIO"
"1_5092";"21";"0";"1";"2";"0";"BIO"
"1_5149";"21";"0";"2";"0";"1";"BIO"
"1_5245";"21";"0";"1";"0";"0";"BIO"
"1_5247";"21";"1";"0";"0";"0";"BIO"
"1_5264";"21";"0";"1";"0";"0";"BIO"
"1_5270";"21";"1";"0";"0";"0";"BIO"
"1_5272";"21";"1";"0";"0";"0";"BIO"
"1_5314";"21";"0";"1";"0";"0";"BIO"
"1_5391";"21";"0";"1";"0";"0";"BIO"
"1_5414";"21";"0";"2";"0";"0";"BIO"
"1_5434";"21";"1";"0";"0";"0";"BIO"
"1_5561";"21";"1";"0";"0";"0";"BIO"
"1_5619";"21";"0";"1";"0";"0";"BIO"
"1_5783";"21";"1";"0";"0";"0";"BIO"
"1_5808";"21";"1";"0";"0";"0";"BIO"
"1_5869";"21";"1";"0";"0";"0";"BIO"
"1_5871";"21";"1";"0";"0";"0";"BIO"
"1_5980";"21";"1";"0";"0";"0";"BIO"
"1_6099";"21";"1";"0";"0";"0";"BIO"
"1_6144";"21";"1";"0";"0";"0";"BIO"
"1_6217";"21";"1";"0";"0";"0";"BIO"
"1_902";"21";"1";"0";"0";"0";"BIO"
"1_916";"21";"1";"0";"0";"0";"BIO"
"1_919";"21";"1";"0";"0";"0";"BIO"
"1_1533";"20";"0";"2";"0";"5";"BIO"
"1_3761";"20";"0";"2";"0";"1";"BIO"
"1_4562";"20";"0";"2";"1";"1";"BIO"
"1_4652";"20";"0";"3";"3";"1";"BIO"
"1_5354";"20";"1";"2";"1";"8";"BIO"
"1_5596";"20";"0";"3";"1";"3";"BIO"
"1_1266";"19";"1";"0";"0";"0";"BIO"
"1_1335";"19";"1";"0";"1";"0";"BIO"
"1_1889";"19";"0";"1";"0";"0";"BIO"
"1_3388";"19";"0";"2";"1";"0";"BIO"
"1_3558";"19";"0";"7";"11";"6";"BIO"
"1_435";"19";"1";"0";"0";"0";"BIO"
"1_4996";"19";"1";"1";"0";"0";"BIO"
"1_5668";"19";"1";"0";"0";"0";"BIO"
"1_1432";"18";"0";"2";"1";"3";"BIO"
"1_3091";"18";"0";"1";"2";"0";"BIO"
"1_3176";"18";"1";"1";"0";"0";"BIO"
"1_3440";"18";"0";"1";"0";"2";"BIO"
"1_3554";"18";"0";"1";"0";"0";"BIO"
"1_3806";"18";"0";"1";"0";"0";"BIO"
"1_3932";"18";"0";"1";"0";"1";"BIO"
"1_4064";"18";"0";"1";"0";"0";"BIO"
"1_4068";"18";"0";"1";"0";"0";"BIO"
"1_4071";"18";"0";"1";"0";"1";"BIO"
"1_4151";"18";"0";"1";"0";"0";"BIO"
"1_4333";"18";"0";"1";"0";"0";"BIO"
"1_4680";"18";"0";"2";"2";"1";"BIO"
"1_4800";"18";"0";"1";"0";"0";"BIO"
"1_4847";"18";"0";"5";"0";"3";"BIO"
"1_4941";"18";"0";"2";"0";"0";"BIO"
"1_4992";"18";"0";"1";"1";"1";"BIO"
"1_5150";"18";"0";"1";"0";"1";"BIO"
"1_5159";"18";"0";"1";"0";"0";"BIO"
"1_5376";"18";"0";"1";"1";"2";"BIO"
"1_5390";"18";"0";"1";"0";"0";"BIO"
"1_557";"18";"0";"1";"0";"1";"BIO"
"1_5804";"18";"0";"1";"0";"4";"BIO"
"1_5892";"18";"0";"1";"0";"2";"BIO"
"1_5930";"18";"0";"1";"0";"0";"BIO"
"1_6032";"18";"0";"2";"2";"0";"BIO"
"1_6183";"18";"0";"1";"1";"2";"BIO"
"1_6241";"18";"0";"2";"0";"0";"BIO"
"1_694";"18";"0";"1";"2";"0";"BIO"
"1_1053";"17";"2";"0";"0";"1";"BIO"
"1_2973";"17";"0";"1";"0";"0";"BIO"
"1_5277";"17";"3";"0";"0";"2";"BIO"
"1_5700";"17";"0";"6";"0";"3";"BIO"
"1_1026";"16";"0";"1";"1";"0";"BIO"
"1_1187";"16";"0";"1";"1";"0";"BIO"
"1_1240";"16";"0";"1";"0";"0";"BIO"
"1_1313";"16";"0";"1";"0";"0";"BIO"
"1_1353";"16";"0";"1";"2";"0";"BIO"
"1_1424";"16";"0";"1";"2";"0";"BIO"
"1_1482";"16";"0";"1";"0";"0";"BIO"
"1_1520";"16";"0";"1";"0";"0";"BIO"
"1_1583";"16";"0";"1";"0";"0";"BIO"
"1_1773";"16";"0";"1";"0";"0";"BIO"
"1_1789";"16";"0";"1";"0";"0";"BIO"
"1_1814";"16";"0";"1";"0";"0";"BIO"
"1_1822";"16";"0";"1";"0";"1";"BIO"
"1_1877";"16";"0";"1";"0";"0";"BIO"
"1_2935";"16";"0";"1";"0";"0";"BIO"
"1_2990";"16";"0";"1";"2";"0";"BIO"
"1_2993";"16";"0";"1";"0";"0";"BIO"
"1_3115";"16";"0";"1";"0";"0";"BIO"
"1_3124";"16";"0";"1";"0";"0";"BIO"
"1_3158";"16";"0";"1";"1";"0";"BIO"
"1_3609";"16";"1";"1";"2";"0";"BIO"
"1_3825";"16";"0";"1";"0";"0";"BIO"
"1_3880";"16";"0";"1";"0";"0";"BIO"
"1_4014";"16";"0";"1";"0";"1";"BIO"
"1_4113";"16";"0";"2";"1";"1";"BIO"
"1_4260";"16";"0";"1";"0";"2";"BIO"
"1_4274";"16";"1";"1";"1";"0";"BIO"
"1_4340";"16";"1";"1";"0";"1";"BIO"
"1_4379";"16";"0";"1";"0";"0";"BIO"
"1_4446";"16";"0";"1";"2";"0";"BIO"
"1_4457";"16";"0";"1";"1";"0";"BIO"
"1_4480";"16";"0";"1";"0";"0";"BIO"
"1_4489";"16";"0";"1";"0";"0";"BIO"
"1_4685";"16";"0";"2";"0";"0";"BIO"
"1_4772";"16";"0";"1";"0";"0";"BIO"
"1_4849";"16";"0";"1";"0";"0";"BIO"
"1_4852";"16";"0";"1";"1";"0";"BIO"
"1_4890";"16";"0";"3";"1";"0";"BIO"
"1_5039";"16";"1";"1";"1";"0";"BIO"
"1_5124";"16";"0";"1";"0";"0";"BIO"
"1_5128";"16";"0";"1";"0";"0";"BIO"
"1_5249";"16";"0";"1";"0";"0";"BIO"
"1_5457";"16";"0";"1";"2";"0";"BIO"
"1_5481";"16";"0";"1";"0";"0";"BIO"
"1_5486";"16";"0";"1";"2";"0";"BIO"
"1_5531";"16";"0";"1";"2";"0";"BIO"
"1_5676";"16";"0";"1";"0";"0";"BIO"
"1_5785";"16";"0";"1";"0";"0";"BIO"
"1_5819";"16";"0";"2";"2";"1";"BIO"
"1_5927";"16";"0";"2";"0";"0";"BIO"
"1_6209";"16";"0";"1";"0";"1";"BIO"
"1_954";"16";"0";"1";"0";"0";"BIO"
"1_4031";"15";"0";"2";"1";"1";"BIO"
"1_4357";"15";"1";"1";"0";"0";"BIO"
"1_4423";"15";"0";"2";"0";"2";"BIO"
"1_3112";"14";"0";"1";"1";"1";"BIO"
"1_3575";"14";"0";"1";"0";"0";"BIO"
"1_4007";"14";"0";"1";"0";"0";"BIO"
"1_4505";"14";"0";"1";"0";"0";"BIO"
"1_5165";"14";"0";"1";"0";"0";"BIO"
"1_636";"14";"0";"1";"0";"0";"BIO"
"1_886";"14";"0";"1";"3";"1";"BIO"
"1_1852";"13";"0";"1";"0";"0";"BIO"
"1_1914";"13";"0";"1";"0";"0";"BIO"
"1_3031";"13";"0";"1";"0";"0";"BIO"
"1_3142";"13";"0";"1";"0";"0";"BIO"
"1_3200";"13";"0";"1";"0";"0";"BIO"
"1_3549";"13";"0";"1";"0";"1";"BIO"
"1_3743";"13";"0";"1";"1";"1";"BIO"
"1_3892";"13";"0";"1";"0";"3";"BIO"
"1_4006";"13";"0";"1";"1";"1";"BIO"
"1_4224";"13";"0";"1";"0";"0";"BIO"
"1_4263";"13";"2";"1";"0";"0";"BIO"
"1_4293";"13";"0";"1";"0";"0";"BIO"
"1_4310";"13";"0";"1";"0";"0";"BIO"
"1_4330";"13";"1";"1";"0";"1";"BIO"
"1_4410";"13";"0";"1";"0";"1";"BIO"
"1_4442";"13";"0";"1";"0";"1";"BIO"
"1_4477";"13";"0";"1";"2";"3";"BIO"
"1_4561";"13";"0";"1";"0";"0";"BIO"
"1_4905";"13";"0";"1";"0";"2";"BIO"
"1_5182";"13";"0";"2";"8";"1";"BIO"
"1_5475";"13";"0";"1";"0";"1";"BIO"
"1_5516";"13";"0";"1";"1";"1";"BIO"
"1_5910";"13";"0";"2";"0";"2";"BIO"
"1_5963";"13";"1";"1";"0";"3";"BIO"
"1_6041";"13";"0";"1";"0";"1";"BIO"
"1_6044";"13";"0";"2";"0";"1";"BIO"
"1_6110";"13";"0";"1";"0";"1";"BIO"
"1_6236";"13";"0";"1";"0";"0";"BIO"
"1_690";"13";"1";"0";"0";"0";"BIO"
"1_994";"13";"0";"3";"2";"1";"BIO"
"1_5852";"12";"1";"1";"0";"0";"BIO"
"1_1013";"11";"0";"1";"3";"0";"BIO"
"1_1021";"11";"1";"0";"0";"0";"BIO"
"1_1255";"11";"0";"1";"0";"0";"BIO"
"1_1295";"11";"1";"0";"0";"0";"BIO"
"1_1502";"11";"0";"1";"0";"1";"BIO"
"1_1591";"11";"1";"0";"0";"0";"BIO"
"1_1643";"11";"0";"1";"0";"0";"BIO"
"1_1666";"11";"0";"1";"1";"0";"BIO"
"1_1697";"11";"1";"0";"0";"0";"BIO"
"1_1792";"11";"0";"1";"1";"0";"BIO"
"1_1892";"11";"0";"1";"0";"0";"BIO"
"1_2962";"11";"1";"0";"0";"0";"BIO"
"1_2988";"11";"1";"0";"0";"0";"BIO"
"1_3003";"11";"1";"0";"0";"0";"BIO"
"1_3044";"11";"0";"1";"0";"0";"BIO"
"1_3054";"11";"1";"0";"0";"0";"BIO"
"1_3058";"11";"0";"1";"0";"0";"BIO"
"1_3096";"11";"0";"1";"0";"0";"BIO"
"1_3170";"11";"0";"2";"0";"0";"BIO"
"1_3207";"11";"0";"1";"0";"0";"BIO"
"1_3264";"11";"1";"1";"3";"0";"BIO"
"1_3316";"11";"0";"1";"2";"0";"BIO"
"1_3358";"11";"0";"1";"0";"0";"BIO"
"1_3364";"11";"1";"0";"0";"0";"BIO"
"1_3397";"11";"1";"0";"0";"0";"BIO"
"1_3415";"11";"0";"1";"0";"1";"BIO"
"1_3427";"11";"1";"0";"0";"0";"BIO"
"1_3444";"11";"1";"0";"0";"1";"BIO"
"1_3504";"11";"1";"0";"0";"0";"BIO"
"1_3536";"11";"1";"0";"0";"0";"BIO"
"1_3555";"11";"1";"0";"0";"0";"BIO"
"1_3569";"11";"0";"2";"0";"0";"BIO"
"1_3579";"11";"1";"0";"0";"0";"BIO"
"1_3720";"11";"0";"1";"2";"1";"BIO"
"1_3737";"11";"0";"1";"2";"0";"BIO"
"1_3758";"11";"2";"0";"0";"0";"BIO"
"1_3762";"11";"1";"0";"0";"0";"BIO"
"1_3801";"11";"0";"1";"1";"0";"BIO"
"1_3851";"11";"3";"0";"0";"0";"BIO"
"1_3879";"11";"1";"0";"0";"0";"BIO"
"1_3890";"11";"1";"0";"0";"0";"BIO"
"1_3983";"11";"1";"0";"0";"1";"BIO"
"1_3987";"11";"0";"1";"5";"0";"BIO"
"1_4033";"11";"1";"0";"0";"0";"BIO"
"1_4070";"11";"0";"1";"0";"2";"BIO"
"1_4076";"11";"2";"0";"0";"2";"BIO"
"1_4197";"11";"0";"1";"0";"0";"BIO"
"1_4222";"11";"1";"0";"0";"0";"BIO"
"1_4276";"11";"0";"1";"0";"0";"BIO"
"1_4291";"11";"1";"0";"0";"0";"BIO"
"1_4303";"11";"0";"1";"0";"0";"BIO"
"1_4370";"11";"0";"1";"0";"0";"BIO"
"1_4394";"11";"1";"0";"0";"0";"BIO"
"1_4453";"11";"1";"0";"0";"0";"BIO"
"1_4481";"11";"0";"1";"1";"1";"BIO"
"1_4520";"11";"0";"1";"0";"0";"BIO"
"1_4537";"11";"0";"1";"0";"1";"BIO"
"1_4570";"11";"1";"0";"0";"0";"BIO"
"1_4578";"11";"0";"1";"0";"0";"BIO"
"1_4582";"11";"1";"0";"0";"0";"BIO"
"1_4590";"11";"1";"0";"0";"0";"BIO"
"1_4635";"11";"1";"0";"0";"0";"BIO"
"1_4643";"11";"0";"1";"0";"0";"BIO"
"1_4683";"11";"1";"0";"0";"0";"BIO"
"1_4713";"11";"1";"0";"0";"0";"BIO"
"1_4714";"11";"2";"0";"0";"0";"BIO"
"1_4726";"11";"3";"0";"0";"0";"BIO"
"1_4742";"11";"1";"0";"0";"0";"BIO"
"1_4753";"11";"0";"1";"0";"0";"BIO"
"1_4756";"11";"2";"0";"0";"0";"BIO"
"1_4797";"11";"1";"0";"0";"0";"BIO"
"1_4810";"11";"0";"1";"2";"1";"BIO"
"1_4837";"11";"0";"1";"0";"0";"BIO"
"1_4845";"11";"1";"0";"0";"0";"BIO"
"1_4855";"11";"1";"0";"0";"0";"BIO"
"1_4886";"11";"1";"0";"0";"0";"BIO"
"1_4889";"11";"0";"1";"1";"0";"BIO"
"1_4892";"11";"0";"1";"0";"0";"BIO"
"1_4897";"11";"0";"1";"0";"0";"BIO"
"1_4944";"11";"0";"1";"0";"2";"BIO"
"1_4949";"11";"0";"1";"0";"0";"BIO"
"1_4967";"11";"1";"0";"0";"0";"BIO"
"1_5003";"11";"1";"0";"0";"0";"BIO"
"1_5014";"11";"0";"4";"2";"5";"BIO"
"1_5017";"11";"0";"1";"0";"0";"BIO"
"1_5031";"11";"0";"1";"0";"0";"BIO"
"1_5038";"11";"0";"1";"0";"0";"BIO"
"1_5068";"11";"1";"0";"0";"0";"BIO"
"1_5071";"11";"0";"1";"0";"0";"BIO"
"1_5078";"11";"0";"1";"0";"0";"BIO"
"1_5098";"11";"1";"0";"0";"0";"BIO"
"1_5202";"11";"0";"1";"1";"0";"BIO"
"1_5212";"11";"0";"1";"0";"3";"BIO"
"1_5248";"11";"1";"0";"0";"0";"BIO"
"1_5276";"11";"0";"1";"0";"0";"BIO"
"1_5296";"11";"1";"0";"0";"0";"BIO"
"1_5299";"11";"0";"1";"0";"0";"BIO"
"1_5363";"11";"1";"0";"0";"0";"BIO"
"1_5373";"11";"1";"0";"0";"1";"BIO"
"1_5405";"11";"1";"0";"0";"0";"BIO"
"1_5411";"11";"0";"1";"0";"0";"BIO"
"1_5441";"11";"0";"1";"0";"0";"BIO"
"1_5489";"11";"0";"1";"2";"1";"BIO"
"1_5551";"11";"1";"0";"0";"0";"BIO"
"1_5559";"11";"1";"0";"0";"0";"BIO"
"1_5569";"11";"0";"1";"2";"1";"BIO"
"1_5577";"11";"1";"0";"0";"0";"BIO"
"1_5587";"11";"1";"0";"0";"0";"BIO"
"1_5589";"11";"1";"0";"0";"0";"BIO"
"1_5633";"11";"1";"0";"0";"0";"BIO"
"1_5644";"11";"1";"0";"0";"0";"BIO"
"1_5665";"11";"0";"1";"0";"0";"BIO"
"1_5714";"11";"0";"1";"0";"1";"BIO"
"1_5744";"11";"1";"0";"0";"0";"BIO"
"1_5761";"11";"2";"0";"0";"0";"BIO"
"1_5792";"11";"2";"0";"0";"0";"BIO"
"1_5805";"11";"0";"1";"0";"0";"BIO"
"1_5879";"11";"1";"0";"0";"0";"BIO"
"1_5886";"11";"0";"1";"0";"0";"BIO"
"1_5889";"11";"1";"0";"0";"0";"BIO"
"1_5929";"11";"1";"0";"0";"1";"BIO"
"1_5991";"11";"0";"1";"0";"1";"BIO"
"1_5997";"11";"0";"1";"0";"0";"BIO"
"1_6051";"11";"0";"1";"0";"0";"BIO"
"1_6054";"11";"2";"0";"0";"0";"BIO"
"1_6095";"11";"0";"1";"0";"0";"BIO"
"1_6106";"11";"0";"1";"0";"0";"BIO"
"1_6117";"11";"0";"1";"0";"0";"BIO"
"1_6122";"11";"0";"1";"1";"0";"BIO"
"1_6136";"11";"0";"1";"0";"0";"BIO"
"1_6175";"11";"0";"1";"0";"0";"BIO"
"1_6195";"11";"0";"2";"0";"0";"BIO"
"1_6211";"11";"1";"0";"0";"0";"BIO"
"1_6224";"11";"1";"0";"0";"0";"BIO"
"1_6229";"11";"0";"1";"0";"0";"BIO"
"1_6247";"11";"1";"0";"0";"0";"BIO"
"1_6261";"11";"1";"0";"0";"0";"BIO"
"1_877";"11";"1";"1";"2";"0";"BIO"
"1_4629";"10";"0";"2";"0";"0";"BIO"
"1_5736";"10";"0";"2";"1";"1";"BIO"
"1_1285";"9";"0";"1";"0";"1";"BIO"
"1_1634";"9";"0";"1";"0";"0";"BIO"
"1_1829";"9";"1";"0";"0";"0";"BIO"
"1_1873";"9";"0";"1";"0";"0";"BIO"
"1_3098";"9";"0";"1";"0";"0";"BIO"
"1_3470";"9";"0";"1";"1";"0";"BIO"
"1_3822";"9";"1";"0";"0";"0";"BIO"
"1_3835";"9";"1";"0";"0";"0";"BIO"
"1_4386";"9";"0";"1";"5";"1";"BIO"
"1_5033";"9";"1";"0";"0";"0";"BIO"
"1_5066";"9";"2";"0";"0";"0";"BIO"
"1_5385";"9";"2";"0";"0";"0";"BIO"
"1_3163";"8";"0";"1";"0";"0";"BIO"
"1_3461";"8";"0";"1";"0";"1";"BIO"
"1_3490";"8";"0";"1";"0";"1";"BIO"
"1_3607";"8";"0";"1";"0";"0";"BIO"
"1_3903";"8";"0";"1";"0";"1";"BIO"
"1_4107";"8";"0";"1";"0";"2";"BIO"
"1_4128";"8";"0";"1";"0";"0";"BIO"
"1_4279";"8";"0";"1";"0";"1";"BIO"
"1_4418";"8";"0";"1";"0";"1";"BIO"
"1_4738";"8";"0";"1";"0";"0";"BIO"
"1_4830";"8";"0";"1";"0";"0";"BIO"
"1_5029";"8";"0";"1";"0";"2";"BIO"
"1_5141";"8";"0";"1";"0";"1";"BIO"
"1_5196";"8";"0";"1";"2";"0";"BIO"
"1_5216";"8";"0";"1";"1";"1";"BIO"
"1_5419";"8";"0";"1";"1";"1";"BIO"
"1_5529";"8";"0";"1";"1";"0";"BIO"
"1_5553";"8";"0";"1";"0";"0";"BIO"
"1_5649";"8";"0";"1";"0";"0";"BIO"
"1_5902";"8";"0";"1";"0";"0";"BIO"
"1_6058";"8";"0";"2";"0";"3";"BIO"
"1_6072";"8";"0";"1";"0";"1";"BIO"
"1_6213";"8";"0";"1";"0";"0";"BIO"
"1_4079";"7";"0";"2";"1";"2";"BIO"
"1_4377";"7";"1";"1";"0";"0";"BIO"
"1_4409";"7";"0";"1";"0";"0";"BIO"
"1_4541";"7";"0";"1";"3";"10";"BIO"
"1_4679";"7";"0";"1";"0";"0";"BIO"
"1_6056";"7";"0";"3";"1";"0";"BIO"
"1_1052";"6";"0";"1";"1";"0";"BIO"
"1_1090";"6";"0";"1";"0";"0";"BIO"
"1_1162";"6";"0";"1";"0";"0";"BIO"
"1_1672";"6";"0";"1";"0";"0";"BIO"
"1_2943";"6";"0";"1";"0";"0";"BIO"
"1_3085";"6";"0";"1";"1";"2";"BIO"
"1_3100";"6";"0";"1";"1";"0";"BIO"
"1_3109";"6";"0";"1";"0";"0";"BIO"
"1_3129";"6";"0";"1";"0";"1";"BIO"
"1_3239";"6";"0";"1";"0";"0";"BIO"
"1_3240";"6";"0";"1";"0";"0";"BIO"
"1_3242";"6";"0";"1";"1";"0";"BIO"
"1_3369";"6";"0";"1";"0";"0";"BIO"
"1_3376";"6";"0";"1";"2";"0";"BIO"
"1_3463";"6";"0";"1";"0";"4";"BIO"
"1_3515";"6";"0";"1";"2";"0";"BIO"
"1_3593";"6";"0";"1";"0";"0";"BIO"
"1_3599";"6";"0";"2";"2";"5";"BIO"
"1_3605";"6";"0";"1";"0";"0";"BIO"
"1_3606";"6";"0";"1";"0";"0";"BIO"
"1_3617";"6";"0";"1";"0";"2";"BIO"
"1_3669";"6";"0";"1";"0";"0";"BIO"
"1_3767";"6";"0";"1";"0";"0";"BIO"
"1_3777";"6";"0";"1";"0";"0";"BIO"
"1_3813";"6";"0";"1";"2";"1";"BIO"
"1_3850";"6";"0";"1";"0";"0";"BIO"
"1_3936";"6";"0";"1";"0";"0";"BIO"
"1_4057";"6";"0";"1";"0";"0";"BIO"
"1_4087";"6";"0";"1";"1";"0";"BIO"
"1_4092";"6";"0";"1";"0";"0";"BIO"
"1_4099";"6";"0";"1";"1";"0";"BIO"
"1_4106";"6";"0";"1";"0";"0";"BIO"
"1_4166";"6";"1";"1";"0";"0";"BIO"
"1_4281";"6";"0";"1";"0";"0";"BIO"
"1_4339";"6";"0";"1";"0";"0";"BIO"
"1_4360";"6";"0";"1";"0";"0";"BIO"
"1_4413";"6";"0";"1";"0";"0";"BIO"
"1_4424";"6";"0";"1";"0";"0";"BIO"
"1_4677";"6";"0";"2";"0";"0";"BIO"
"1_4711";"6";"0";"1";"0";"0";"BIO"
"1_4719";"6";"0";"1";"0";"0";"BIO"
"1_4769";"6";"0";"1";"0";"0";"BIO"
"1_4793";"6";"0";"1";"0";"0";"BIO"
"1_4796";"6";"0";"1";"0";"0";"BIO"
"1_4832";"6";"0";"1";"0";"0";"BIO"
"1_4846";"6";"0";"1";"0";"0";"BIO"
"1_4854";"6";"0";"1";"0";"0";"BIO"
"1_4863";"6";"0";"1";"0";"0";"BIO"
"1_4865";"6";"0";"1";"0";"0";"BIO"
"1_4868";"6";"0";"1";"1";"0";"BIO"
"1_4881";"6";"0";"1";"0";"0";"BIO"
"1_4891";"6";"0";"1";"0";"0";"BIO"
"1_4916";"6";"0";"1";"1";"0";"BIO"
"1_4942";"6";"0";"1";"0";"0";"BIO"
"1_4984";"6";"0";"1";"0";"0";"BIO"
"1_4990";"6";"0";"1";"1";"0";"BIO"
"1_5012";"6";"0";"1";"1";"0";"BIO"
"1_5013";"6";"0";"1";"2";"0";"BIO"
"1_5026";"6";"0";"1";"0";"0";"BIO"
"1_5090";"6";"0";"1";"0";"0";"BIO"
"1_5112";"6";"0";"1";"1";"0";"BIO"
"1_5127";"6";"0";"1";"0";"0";"BIO"
"1_5146";"6";"0";"1";"0";"0";"BIO"
