"id";"idOrigem";"reputacao";"nome"
"1_6041";"6041";"13";"H. Kemal Ilter"
"1_6043";"6043";"318";"Jonathan"
"1_6044";"6044";"13";"DGB"
"1_6047";"6047";"25";"Dave M G"
"1_6050";"6050";"108";"Wandang"
"1_6051";"6051";"11";"kevin"
"1_6054";"6054";"11";"Inesophet"
"1_6056";"6056";"7";"user3281911"
"1_6058";"6058";"8";"user6058"
"1_6061";"6061";"116";"buzrw"
"1_6062";"6062";"103";"tau"
"1_6065";"6065";"101";"meduz"
"1_6066";"6066";"1";"user75619"
"1_6070";"6070";"1";"eyeinthebrick"
"1_6072";"6072";"8";"masoug"
"1_6073";"6073";"106";"Murray Eisenberg"
"1_6079";"6079";"1";"user38398"
"1_608";"608";"150";"RoflcoptrException"
"1_6080";"6080";"1";"DrMeowmeow"
"1_6082";"6082";"23";"Flight505"
"1_6084";"6084";"113";"sciencenewbie"
"1_6087";"6087";"128";"The Ugly"
"1_6088";"6088";"108";"Yusaf Khaliq"
"1_609";"609";"217";"user1202664"
"1_6091";"6091";"101";"Alenanno"
"1_6093";"6093";"136";"Dan S"
"1_6095";"6095";"11";"user6095"
"1_6096";"6096";"106";"AmitG"
"1_6099";"6099";"21";"Beletsky"
"1_61";"61";"239";"aqua"
"1_610";"610";"188";"Pratik Deoghare"
"1_6106";"6106";"11";"user6106"
"1_611";"611";"282";"Simon Verbeke"
"1_6110";"6110";"13";"schmop"
"1_6114";"6114";"1";"Y.Skw"
"1_6116";"6116";"65";"Jody"
"1_6117";"6117";"11";"charbot"
"1_6120";"6120";"28";"Ethan722"
"1_6122";"6122";"11";"Codorna"
"1_6124";"6124";"4";"Probably"
"1_6125";"6125";"108";"okarin"
"1_6126";"6126";"1";"sredmond"
"1_6128";"6128";"166";"Izzhov"
"1_6130";"6130";"106";"NSFeaster"
"1_6131";"6131";"261";"adamwong246"
"1_6133";"6133";"66";"Jodster"
"1_6134";"6134";"1";"user1757654"
"1_6136";"6136";"11";"21joanna12"
"1_6137";"6137";"151";"DisplayName"
"1_6139";"6139";"101";"Peter Schneider"
"1_6141";"6141";"101";"oakad"
"1_6142";"6142";"106";"setek"
"1_6144";"6144";"21";"dddotyj"
"1_6145";"6145";"101";"Zack"
"1_6147";"6147";"6";"user37464"
"1_6149";"6149";"101";"Lie Ryan"
"1_6151";"6151";"121";"Richard Tingle"
"1_6153";"6153";"26";"user3079671"
"1_6154";"6154";"101";"Jon of All Trades"
"1_6155";"6155";"6";"user42991"
"1_6160";"6160";"101";"Chris O'Kelly"
"1_6165";"6165";"121";"mcv"
"1_6167";"6167";"141";"Neil Slater"
"1_6168";"6168";"101";"Taemyr"
"1_6170";"6170";"111";"Christian Sauer"
"1_6171";"6171";"101";"James_pic"
"1_6175";"6175";"11";"user6175"
"1_6176";"6176";"113";"edelwater"
"1_6178";"6178";"1";"Amber"
"1_6179";"6179";"126";"Srb1313711"
"1_6183";"6183";"18";"kwiromeo"
"1_6184";"6184";"101";"monoceres"
"1_6188";"6188";"3";"user6188"
"1_6189";"6189";"116";"Peter4075"
"1_6191";"6191";"6";"user6191"
"1_6195";"6195";"11";"user128932"
"1_6196";"6196";"106";"Chanhee Jeong"
"1_6197";"6197";"106";"Daniel Fath"
"1_6199";"6199";"6";"user3477249"
"1_62";"62";"991";"Gordon Gustafson"
"1_620";"620";"331";"chadoliver"
"1_6200";"6200";"99";"DrakaSAN"
"1_6202";"6202";"6";"user813801"
"1_6204";"6204";"1";"Sil"
"1_6208";"6208";"6";"capricorn"
"1_6209";"6209";"16";"user6209"
"1_6211";"6211";"11";"HJ Pretorius"
"1_6213";"6213";"8";"Mehdi"
"1_6214";"6214";"46";"user114141"
"1_6217";"6217";"21";"Patrick Lewis"
"1_622";"622";"51";"graybrij"
"1_6220";"6220";"1";"mohua"
"1_6223";"6223";"1";"Emma"
"1_6224";"6224";"11";"Joce"
"1_6229";"6229";"11";"sagar"
"1_623";"623";"123";"Kaypro II"
"1_6236";"6236";"13";"Ceiling Gecko"
"1_6240";"6240";"1";"MolbOrg"
"1_6241";"6241";"18";"Attila Herbert"
"1_6242";"6242";"1";"Adrian Neverik"
"1_6247";"6247";"11";"user2295550"
"1_625";"625";"293";"Joebevo"
"1_6251";"6251";"1";"user6251"
"1_6257";"6257";"106";"cppcoder"
"1_6258";"6258";"106";"Brannon"
"1_6259";"6259";"1";"lawless"
"1_626";"626";"148";"romeovs"
"1_6260";"6260";"6";"Lior"
"1_6261";"6261";"11";"irvingza"
"1_6268";"6268";"108";"what"
"1_6269";"6269";"1";"Passiday"
"1_6271";"6271";"116";"C_Intermediate_Learner"
"1_6277";"6277";"101";"Triynko"
"1_629";"629";"209";"Bravo"
"1_63";"63";"101";"Robert Cartaino"
"1_633";"633";"101";"Ates Goral"
"1_634";"634";"223";"JulianaA"
"1_636";"636";"14";"Pete"
"1_639";"639";"131";"Reece"
"1_641";"641";"91";"Arthur"
"1_645";"645";"161";"Patrick87"
"1_648";"648";"143";"Zigu"
"1_649";"649";"616";"gremau"
"1_650";"650";"41";"Julian"
"1_651";"651";"163";"oceanhug"
"1_653";"653";"1140";"Zoidberg"
"1_655";"655";"143";"orion"
"1_657";"657";"121";"woliveirajr"
"1_658";"658";"809";"149781-32509185"
"1_66";"66";"4719";"Alexander Galkin"
"1_660";"660";"131";"maq"
"1_663";"663";"71";"Sahtan"
"1_668";"668";"126";"oshirowanen"
"1_669";"669";"166";"ProfSmiles"
"1_67";"67";"1820";"Fomite"
"1_671";"671";"126";"Christian H"
"1_673";"673";"327";"zeller"
"1_675";"675";"66";"arudolph.bio"
"1_678";"678";"133";"Harold Cavendish"
"1_68";"68";"1274";"Marta Cz-C"
"1_680";"680";"497";"Ilya Melamed"
"1_681";"681";"31";"kennemm"
"1_684";"684";"138";"Chris"
"1_688";"688";"191";"quant_dev"
"1_689";"689";"121";"Barry Wark"
"1_69";"69";"6822";"Rory M"
"1_690";"690";"13";"Dr. Kaku Kyiamah"
"1_691";"691";"568";"CHM"
"1_693";"693";"186";"Rox"
"1_694";"694";"18";"Robot-Scott"
"1_695";"695";"248";"cpx"
"1_696";"696";"251";"Rex Kerr"
"1_697";"697";"51";"Lars"
"1_698";"698";"174";"LifeWorks"
"1_701";"701";"26";"ironcyclone"
"1_704";"704";"166";"John C"
"1_705";"705";"138";"Philipp"
"1_706";"706";"26";"Sam"
"1_711";"711";"260";"Ben Brocka"
"1_719";"719";"26";"user1271772"
"1_72";"72";"1977";"yamad"
"1_722";"722";"171";"amr"
"1_724";"724";"201";"balaka"
"1_73";"73";"165";"Lisa"
"1_735";"735";"136";"Rosa Rubicondior"
"1_738";"738";"33";"Aengus"
"1_739";"739";"133";"jqp"
"1_740";"740";"3291";"Luke"
"1_742";"742";"81";"Danielle"
"1_743";"743";"113";"user1708"
"1_744";"744";"138";"Pgibas"
"1_745";"745";"121";"AndreKR"
"1_746";"746";"167";"Jake"
"1_748";"748";"51";"James Waters"
"1_750";"750";"173";"Abel"
"1_752";"752";"356";"yotiao"
"1_753";"753";"83";"Amu"
"1_754";"754";"113";"mivilar"
"1_756";"756";"26";"Shinta"
"1_757";"757";"101";"Zewz"
"1_759";"759";"401";"Eric Lippert"
"1_76";"76";"153";"Martin Foot"
"1_766";"766";"157";"yingw"
"1_770";"770";"51";"Justin Smith"
"1_771";"771";"290";"Ashu"
"1_776";"776";"131";"amal antony"
"1_777";"777";"140";"Ricardo Altamirano"
"1_778";"778";"26";"Anna"
"1_779";"779";"108";"Robert Whitley"
"1_78";"78";"101";"Dinesh Cyanam"
"1_780";"780";"138";"Steven Jeuris"
"1_781";"781";"177";"Aslan986"
"1_783";"783";"197";"Pristine Kavalostka"
"1_784";"784";"255";"tel"
"1_787";"787";"409";"yahoo301503"
"1_789";"789";"108";"Xenon"
"1_79";"79";"421";"arcyqwerty"
"1_790";"790";"219";"Cai Shaojiang"
"1_793";"793";"111";"Lev Levitsky"
"1_798";"798";"790";"Ben"
"1_801";"801";"141";"yoyostein"
"1_806";"806";"4027";"Armatus"
"1_808";"808";"141";"Peter Tamaroff"
"1_81";"81";"3714";"Poshpaws"
"1_810";"810";"858";"Shep"
"1_816";"816";"193";"Mohammad"
"1_817";"817";"241";"Snakes and Coffee"
"1_818";"818";"221";"Santosh Kumar"
"1_819";"819";"341";"Transcriptase"
"1_82";"82";"171";"sjcockell"
"1_820";"820";"182";"James Didzun"
"1_821";"821";"51";"kma230"
"1_822";"822";"136";"Hooked"
"1_824";"824";"51";"quark"
"1_826";"826";"159";"Jez"
"1_827";"827";"278";"octern"
"1_828";"828";"76";"L.Yampolsky"
"1_832";"832";"66";"Toby Bishop"
"1_834";"834";"144";"Eka"
"1_835";"835";"231";"Robert Long"
"1_836";"836";"289";"aland"
"1_838";"838";"116";"rebeccabeckybec"
"1_839";"839";"217";"Olly Price"
"1_84";"84";"1228";"John Smith"
"1_840";"840";"101";"Ross Millikan"
"1_843";"843";"106";"alan2here"
"1_845";"845";"44";"Dokkat"
"1_846";"846";"23";"user1030497"
"1_848";"848";"111";"cbeleites"
"1_85";"85";"101";"P Sellaz"
"1_852";"852";"604";"biologue"
"1_858";"858";"106";"Ilonpilaaja"
"1_86";"86";"1135";"Masi"
"1_861";"861";"53";"Registered User"
"1_864";"864";"313";"Matthew Piziak"
"1_866";"866";"225";"John"
"1_867";"867";"146";"Royco"
"1_868";"868";"133";"Zsub"
"1_87";"87";"298";"Gaurav"
"1_872";"872";"265";"The-Ever-Kid"
"1_873";"873";"151";"Eternal Learner"
"1_877";"877";"11";"Revown Sada"
"1_883";"883";"188";"Predator"
"1_885";"885";"188";"DavideChicco.it"
"1_886";"886";"14";"helicopterjeff"
"1_887";"887";"113";"Alby"
"1_888";"888";"23";"bdota"
"1_889";"889";"108";"luminousfish"
"1_891";"891";"146";"jreut"
"1_898";"898";"101";"Joel Cornett"
"1_9";"9";"697";"Greg Slodkowicz"
"1_90";"90";"428";"Damian Kao"
"1_900";"900";"131";"mfrankli"
"1_901";"901";"31";"Quark"
"1_902";"902";"21";"Kaitlyn"
"1_904";"904";"41";"tubble"
"1_905";"905";"111";"Sniper Clown"
"1_91";"91";"91";"user91"
"1_910";"910";"26";"lrrrgg"
"1_912";"912";"126";"mikemanne"
"1_913";"913";"51";"Nik KottovÃ¡"
"1_914";"914";"121";"Tom Boardman"
"1_915";"915";"103";"scaaahu"
"1_916";"916";"21";"Michael J"
"1_919";"919";"21";"Name"
"1_92";"92";"231";"Winawer"
"1_920";"920";"38";"Felipe LeÃ±ero"
"1_921";"921";"138";"Glycan"
"1_922";"922";"135";"hexafraction"
"1_923";"923";"6";"Cristian Velandia"
"1_924";"924";"110";"siamii"
"1_925";"925";"130";"EnergyNumbers"
"1_926";"926";"191";"Elliot Bonneville"
"1_929";"929";"81";"Elisabeth"
"1_932";"932";"31";"user1175280"
"1_933";"933";"150";"Tom"
"1_937";"937";"149";"Drew Steen"
"1_938";"938";"286";"Justin"
"1_939";"939";"236";"Mark Schultheiss"
"1_940";"940";"146";"Joe King"
"1_941";"941";"158";"PHPGAE"
"1_942";"942";"4";"science curious"
"1_944";"944";"41";"Earl"
"1_945";"945";"47";"Elias"
"1_946";"946";"46";"linuxrules94"
"1_947";"947";"167";"Stp30"
"1_948";"948";"2605";"MattDMo"
"1_95";"95";"109";"VanJeer"
"1_951";"951";"130";"Quantic Programming"
"1_952";"952";"138";"user952"
"1_953";"953";"282";"Noam N. Kremen"
"1_954";"954";"16";"burak"
"1_955";"955";"121";"Pietro Speroni"
"1_956";"956";"421";"blues"
"1_957";"957";"185";"Andrei Kucharavy"
"1_96";"96";"375";"bobtheowl2"
"1_960";"960";"143";"Zano"
"1_965";"965";"31";"Gorge Homless"
"1_970";"970";"168";"Hassan"
"1_972";"972";"77";"user972"
"1_973";"973";"558";"friveroll"
"1_976";"976";"118";"user151841"
"1_978";"978";"44";"plitter"
"1_981";"981";"101";"Jules"
"1_985";"985";"144";"Lance Pollard"
"1_988";"988";"198";"msh210"
"1_989";"989";"187";"hkBattousai"
"1_99";"99";"566";"Richard Terrett"
"1_990";"990";"41";"Artem"
"1_991";"991";"76";"Neil Peterman"
"1_994";"994";"13";"user132314"
"1_996";"996";"128";"JSB????"
"1_997";"997";"1037";"Noah Snyder"
