"id";"idOrigem";"reputacao";"nome"
"1_3150";"3150";"36";"user1375973"
"1_3151";"3151";"1";"Kyzasoze"
"1_3156";"3156";"66";"user3156"
"1_3158";"3158";"16";"Math's"
"1_316";"316";"146";"Nick Wiggill"
"1_3161";"3161";"1";"user120929"
"1_3162";"3162";"101";"Robert Jones"
"1_3163";"3163";"8";"NoIdeaWhatImDoing"
"1_3164";"3164";"131";"grvpanchal"
"1_3169";"3169";"3";"TestGuest"
"1_3170";"3170";"11";"Aaron Lin"
"1_3173";"3173";"113";"static"
"1_3174";"3174";"41";"interguru"
"1_3175";"3175";"3";"Angstrem"
"1_3176";"3176";"18";"ScienceOLY1998"
"1_3178";"3178";"123";"Kate"
"1_3179";"3179";"108";"Ave Maleficum"
"1_318";"318";"36";"Paul"
"1_3180";"3180";"138";"user3180"
"1_3184";"3184";"131";"John"
"1_3186";"3186";"118";"Chris Cooney"
"1_3189";"3189";"108";"DarkLightA"
"1_3191";"3191";"111";"ncRubert"
"1_3196";"3196";"61";"Dan D."
"1_3197";"3197";"113";"demas"
"1_3198";"3198";"118";"Bram Vanroy"
"1_320";"320";"126";"Matthew Flaschen"
"1_3200";"3200";"13";"Kitkat"
"1_3203";"3203";"131";"Camilo Arosemena"
"1_3204";"3204";"143";"Eric Smith"
"1_3207";"3207";"11";"Josh Vo"
"1_3208";"3208";"118";"Matt Fenwick"
"1_321";"321";"136";"khoomeister"
"1_3218";"3218";"106";"Martin DÃ¼rrmeier"
"1_322";"322";"76";"LifeWorks"
"1_3220";"3220";"286";"John Rennie"
"1_3221";"3221";"1";"Tripti Sharma"
"1_3227";"3227";"116";"ChickenGod"
"1_3228";"3228";"143";"Violet Giraffe"
"1_3230";"3230";"53";"Medhat Helmy"
"1_3231";"3231";"46";"Foo Bar"
"1_3232";"3232";"71";"GPI"
"1_3236";"3236";"131";"kuwaly"
"1_3239";"3239";"6";"Guest1984"
"1_324";"324";"243";"Bugster"
"1_3240";"3240";"6";"Alessandro"
"1_3241";"3241";"196";"lejonet"
"1_3242";"3242";"6";"user3054"
"1_3247";"3247";"300";"Kevin"
"1_3248";"3248";"97";"909 Niklas"
"1_325";"325";"101";"Jon"
"1_3253";"3253";"106";"Dima"
"1_3254";"3254";"141";"Tobia"
"1_3255";"3255";"116";"Lee Whitney"
"1_3258";"3258";"63";"Stockfisch"
"1_3261";"3261";"631";"relf20"
"1_3262";"3262";"292";"NeoDevlin"
"1_3264";"3264";"11";"Matt Thornton"
"1_3266";"3266";"21";"Joy-El"
"1_3269";"3269";"21";"lenny"
"1_327";"327";"228";"Andreas"
"1_3271";"3271";"106";"Kate Zen"
"1_3272";"3272";"121";"bill berlington"
"1_3276";"3276";"116";"luchosrock"
"1_3280";"3280";"106";"Sunny Reborn Pony"
"1_3282";"3282";"121";"Roman"
"1_3284";"3284";"101";"Max M"
"1_3287";"3287";"191";"Sherwood Botsford"
"1_3292";"3292";"120";"Jeff Axelrod"
"1_3294";"3294";"101";"Skyler"
"1_3296";"3296";"133";"sandalone"
"1_3299";"3299";"101";"BobStein-VisiBone"
"1_3302";"3302";"153";"Largh"
"1_3308";"3308";"21";"Mike"
"1_3310";"3310";"121";"Val"
"1_3311";"3311";"101";"SparKot ?"
"1_3315";"3315";"125";"0xC0000022L"
"1_3316";"3316";"11";"Shaun"
"1_3318";"3318";"101";"Xitcod13"
"1_3320";"3320";"116";"doctorate"
"1_3322";"3322";"123";"Aram Alipoor"
"1_3323";"3323";"51";"gvdr"
"1_3324";"3324";"101";"Sosi"
"1_3325";"3325";"141";"Crystal Jacobs"
"1_3329";"3329";"3";"neOh"
"1_333";"333";"59";"Ebvirus"
"1_3331";"3331";"125";"Dan Webster"
"1_3332";"3332";"1";"jKzHcH"
"1_3336";"3336";"502";"Ryan"
"1_3338";"3338";"125";"RRs_Ghost"
"1_3339";"3339";"1";"Shajer Manzoor"
"1_3340";"3340";"3916";"WYSIWYG"
"1_3342";"3342";"1";"Gaga Gabagugu"
"1_3347";"3347";"111";"Nathaniel"
"1_3348";"3348";"31";"Lauren"
"1_3350";"3350";"126";"sharp12345"
"1_3353";"3353";"1";"kittensatplay"
"1_3358";"3358";"11";"Veronica Zelmanovich"
"1_336";"336";"101";"ruakh"
"1_3362";"3362";"111";"foregon"
"1_3363";"3363";"108";"AurÃ©lien Ooms"
"1_3364";"3364";"11";"David R."
"1_3366";"3366";"111";"zeel"
"1_3367";"3367";"97";"????????????"
"1_3369";"3369";"6";"Craig"
"1_337";"337";"111";"Wendy"
"1_3370";"3370";"383";"mike"
"1_3371";"3371";"1";"Cyrus"
"1_3373";"3373";"1";"Parth Ghetia"
"1_3376";"3376";"6";"Hummus"
"1_338";"338";"1335";"jmusser"
"1_3382";"3382";"138";"Will Perry"
"1_3384";"3384";"334";"violadaprile"
"1_3385";"3385";"106";"Kaish"
"1_3386";"3386";"1";"shine"
"1_3388";"3388";"19";"solimanelefant"
"1_3389";"3389";"124";"RHT"
"1_339";"339";"124";"AWE"
"1_3393";"3393";"138";"RhysW"
"1_3394";"3394";"384";"biozic"
"1_3395";"3395";"246";"Glen The Udderboat"
"1_3396";"3396";"51";"user3396"
"1_3397";"3397";"11";"Bin Wu"
"1_34";"34";"764";"Jonas"
"1_340";"340";"405";"back2dos"
"1_3401";"3401";"211";"DaleyPaley"
"1_3403";"3403";"111";"user1027169"
"1_3415";"3415";"11";"student441"
"1_3419";"3419";"133";"Aaron Schif"
"1_342";"342";"62";"MICHAEL TAYLOR"
"1_3425";"3425";"108";"Hal Canary"
"1_3427";"3427";"11";"Ann"
"1_3429";"3429";"113";"Dave"
"1_3431";"3431";"118";"Cam"
"1_3433";"3433";"111";"Sean Mackesey"
"1_344";"344";"169";"Joshua"
"1_3440";"3440";"18";"Mitten"
"1_3441";"3441";"21";"sherlyn"
"1_3442";"3442";"1";"Nieves"
"1_3444";"3444";"11";"ahhsad"
"1_3445";"3445";"46";"Arhopala"
"1_345";"345";"106";"mmoment"
"1_3450";"3450";"111";"user32240"
"1_3458";"3458";"38";"0xFFF1"
"1_3459";"3459";"61";"Carmen Sandoval"
"1_3460";"3460";"789";"Alexander D. Scouras"
"1_3461";"3461";"8";"mcmahon.an"
"1_3462";"3462";"115";"dk123"
"1_3463";"3463";"6";"5ives"
"1_3464";"3464";"1";"Pip"
"1_3465";"3465";"293";"dayuloli"
"1_3466";"3466";"155";"unsel"
"1_3469";"3469";"1";"Dawn"
"1_3470";"3470";"9";"Timothy Dargen"
"1_3474";"3474";"158";"ktm5124"
"1_3475";"3475";"101";"Orion"
"1_3476";"3476";"108";"Salvador Dali"
"1_3484";"3484";"143";"Eric"
"1_349";"349";"201";"knb"
"1_3490";"3490";"8";"Klaudia Lisowska"
"1_3491";"3491";"126";"Marcos"
"1_35";"35";"158";"Daniel"
"1_3500";"3500";"140";"user1357015"
"1_3501";"3501";"111";"Jefromi"
"1_3503";"3503";"108";"Throsby"
"1_3504";"3504";"11";"jd01111"
"1_3506";"3506";"101";"Ofri Raviv"
"1_3511";"3511";"106";"spraff"
"1_3514";"3514";"165";"RyanM"
"1_3515";"3515";"6";"John Smith"
"1_3516";"3516";"1";"user3516"
"1_352";"352";"275";"Problemaniac"
"1_3521";"3521";"1";"Marcia"
"1_3523";"3523";"374";"Mattia Rovetta"
"1_3527";"3527";"26";"FredAdler"
"1_3530";"3530";"104";"Bandrush Barda"
"1_3531";"3531";"1";"owzim"
"1_3533";"3533";"233";"Xaqron"
"1_3534";"3534";"133";"Anonymous"
"1_3535";"3535";"173";"nic"
"1_3536";"3536";"11";"user3536"
"1_3537";"3537";"28";"John"
"1_3538";"3538";"38";"user7924"
"1_3541";"3541";"21";"Ashu"
"1_3544";"3544";"1";"Biology Exams 4 U"
"1_3545";"3545";"43";"Sir Quill"
"1_3548";"3548";"41";"Blank"
"1_3549";"3549";"13";"Unistudent9"
"1_355";"355";"109";"Peter Mortensen"
"1_3550";"3550";"131";"Django Reinhardt"
"1_3553";"3553";"484";"Good Gravy"
"1_3554";"3554";"18";"Wendy Cruz"
"1_3555";"3555";"11";"Suman Bhandary"
"1_3557";"3557";"106";"Vaibhav Jain"
"1_3558";"3558";"19";"dee"
"1_3559";"3559";"133";"SinisterMJ"
"1_3562";"3562";"21";"Dave"
"1_3563";"3563";"113";"hcris"
"1_3564";"3564";"1";"MonteCristo"
"1_3569";"3569";"11";"user1095332"
"1_3570";"3570";"191";"Shrein"
"1_3571";"3571";"31";"Ian Dalton"
"1_3575";"3575";"14";"Pollux"
"1_3577";"3577";"121";"George Reith"
"1_3578";"3578";"328";"timcdlucas"
"1_3579";"3579";"11";"user3579"
"1_3580";"3580";"1";"radionoob"
"1_3583";"3583";"162";"w128"
"1_3586";"3586";"21";"user1134894"
"1_3587";"3587";"111";"Marco Howard Valencia"
"1_3589";"3589";"158";"Thomas White"
"1_359";"359";"76";"NicoBxl"
"1_3592";"3592";"101";"Quispiam"
"1_3593";"3593";"6";"Gabe"
"1_3597";"3597";"41";"icyreaction"
"1_3599";"3599";"6";"prussiap"
"1_36";"36";"552";"agrimaldi"
"1_3604";"3604";"1";"user3604"
"1_3605";"3605";"6";"Brazer"
"1_3606";"3606";"6";"user3606"
"1_3607";"3607";"8";"Bernard Tetti"
"1_3608";"3608";"101";"R.."
"1_3609";"3609";"16";"Heidi Garcia"
"1_3614";"3614";"128";"Lars Holdgaard"
"1_3615";"3615";"2379";"biogirl"
"1_3617";"3617";"6";"Mohammad"
"1_3619";"3619";"101";"Mark B"
"1_3622";"3622";"28";"Techno_Wizard"
"1_3624";"3624";"2165";"fileunderwater"
"1_3625";"3625";"114";"ftt"
"1_3627";"3627";"123";"Ovi"
"1_3630";"3630";"21";"karpuz"
"1_3631";"3631";"674";"Chinmay Kanchi"
"1_3632";"3632";"16659";"shigeta"
"1_3635";"3635";"111";"Sironsse"
"1_3638";"3638";"1";"hardmooth"
"1_364";"364";"51";"Jeremy"
"1_3647";"3647";"25";"iOraelosi"
"1_3648";"3648";"1";"user3648"
"1_3651";"3651";"101";"amc"
"1_3657";"3657";"336";"Cobblestone"
"1_3660";"3660";"129";"Adeetya"
"1_3661";"3661";"1";"marc verhaegen"
"1_3664";"3664";"106";"Fischer"
"1_3665";"3665";"116";"Trancot"
"1_3668";"3668";"128";"leokhorn"
"1_3669";"3669";"6";"Concerned undergraduate"
"1_367";"367";"101";"Claus"
"1_3672";"3672";"161";"Ronald "
"1_3673";"3673";"121";"Noam Ross"
"1_3674";"3674";"161";"Ove Ã˜yÃ¥s"
"1_3677";"3677";"109";"mscha"
"1_368";"368";"710";"Ultimate Gobblement"
"1_3681";"3681";"101";"Tyler"
"1_3683";"3683";"108";"Bitrex"
"1_3695";"3695";"36";"user3695"
"1_37";"37";"163";"Will Townes"
"1_370";"370";"101";"MatthewMartin"
"1_3700";"3700";"113";"Daniel Ball"
"1_3701";"3701";"1";"faz"
"1_3702";"3702";"101";"ChrisR"
"1_3703";"3703";"121";"inf3rno"
"1_3711";"3711";"58";"Sandro Johanides"
"1_3712";"3712";"113";"Ohad Dan"
"1_3713";"3713";"136";"Southpaw Hare"
"1_3715";"3715";"1";"nolan"
"1_3718";"3718";"31";"Daniel O'Connell"
"1_3720";"3720";"11";"venkata krishna"
"1_3721";"3721";"131";"Chad"
"1_3722";"3722";"113";"Jeremy Holovacs"
"1_3723";"3723";"46";"eclectica"
"1_3724";"3724";"101";"user172818"
"1_3725";"3725";"103";"CodeGuy"
"1_3731";"3731";"178";"monty0"
"1_3737";"3737";"11";"jeffrey"
"1_3739";"3739";"121";"Ranco"
"1_374";"374";"101";"Anna Lear"
"1_3743";"3743";"13";"Evanbbb"
"1_3749";"3749";"26";"Cris"
"1_3750";"3750";"21";"me2"
"1_3751";"3751";"229";"REACHUS"
"1_3752";"3752";"33";"Joey"
"1_3758";"3758";"11";"notjustalabtech"
"1_3760";"3760";"26";"user3760"
"1_3761";"3761";"20";"Shawn"
"1_3762";"3762";"11";"dgg32"
"1_3763";"3763";"23";"user11750"
"1_3767";"3767";"6";"Lauren Muller"
"1_377";"377";"158";"Mark Probst"
"1_3770";"3770";"28";"Jim Ericson"
"1_3773";"3773";"166";"John"
"1_3775";"3775";"45";"tky"
"1_3776";"3776";"1881";"Satwik Pasani"
"1_3777";"3777";"6";"Debbie"
"1_3778";"3778";"103";"kjo"
"1_3782";"3782";"27";"Someone"
"1_3784";"3784";"106";"a cell"
"1_3788";"3788";"111";"Alex"
"1_3789";"3789";"1";"Aj521"
"1_3793";"3793";"106";"ctapobep"
"1_3798";"3798";"134";"vsz"
"1_38";"38";"206";"Tyler"
"1_380";"380";"41";"user380"
"1_3800";"3800";"93";"Neophyte"
"1_3801";"3801";"11";"Fab"
"1_3806";"3806";"18";"sammy"
"1_3807";"3807";"119";"user1873"
"1_3809";"3809";"121";"Zetta Suro"
"1_3813";"3813";"6";"user3813"
"1_382";"382";"38";"temi382"
"1_3822";"3822";"9";"Joanne Kamens"
"1_3824";"3824";"282";"seaotternerd"
"1_3825";"3825";"16";"susan"
"1_3827";"3827";"686";"skymninge"
"1_3829";"3829";"49";"higgs241"
"1_3830";"3830";"111";"Aerovistae"
"1_3835";"3835";"9";"Andra Deanu"
"1_3839";"3839";"156";"Miroslav Sabo"
"1_3841";"3841";"97";"gaurav_jain"
"1_3842";"3842";"26";"arlin"
"1_3845";"3845";"108";"act00"
"1_3848";"3848";"151";"Radu R?deanu"
"1_3850";"3850";"6";"jackopen"
"1_3851";"3851";"11";"Marcellus"
"1_3854";"3854";"1";"Victor Barbarosh"
"1_3857";"3857";"101";"Gaurav Kumar Arora"
"1_3859";"3859";"48";"karpuz"
"1_3860";"3860";"28";"John"
"1_3861";"3861";"1";"HIV"
"1_3864";"3864";"100";"Stella Dimitrova"
"1_3867";"3867";"111";"Ben"
"1_3869";"3869";"146";"Randy"
"1_387";"387";"101";"David Cary"
"1_3871";"3871";"128";"Tom Anderson"
"1_3872";"3872";"106";"sam"
"1_3879";"3879";"11";"user3879"
"1_3880";"3880";"16";"rorance_"
"1_3881";"3881";"37";"Abdullah"
"1_3883";"3883";"1";"Ammy"
"1_3885";"3885";"126";"Daniel"
"1_3887";"3887";"220";"jwillis0720"
"1_3888";"3888";"23";"jimbotron"
"1_389";"389";"4070";"bobthejoe"
"1_3890";"3890";"11";"Lynn"
"1_3892";"3892";"13";"Lotus"
"1_3893";"3893";"81";"user3893"
"1_3894";"3894";"145";"??c UltraSoft"
"1_3895";"3895";"1";"Sarang S Selote"
"1_3897";"3897";"1";"nishi"
"1_3898";"3898";"101";"horchler"
"1_3900";"3900";"1";"Rohil Jain"
"1_3901";"3901";"38";"mrgorefest"
"1_3903";"3903";"8";"Lesbihonest"
"1_3905";"3905";"101";"Caleb"
"1_3906";"3906";"113";"PeteGO"
"1_3907";"3907";"1";"user3907"
"1_3910";"3910";"116";"Dane"
"1_3917";"3917";"4";"RamanDeep Singh"
"1_3918";"3918";"155";"KharoBangdo"
"1_392";"392";"38";"Nadja"
"1_3920";"3920";"173";"Naum"
"1_3921";"3921";"1";"Hodgins"
"1_3922";"3922";"68";"highBandWidth"
"1_3927";"3927";"126";"Mike Izbicki"
"1_393";"393";"239";"Matthew Patrick Cashatt"
"1_3930";"3930";"126";"twid"
"1_3932";"3932";"18";"user1155386"
"1_3934";"3934";"1162";"Brandon Invergo"
"1_3935";"3935";"113";"Four_0h_Three"
"1_3936";"3936";"6";"user3936"
"1_3937";"3937";"106";"Richard"
"1_3939";"3939";"3";"Marcos Scriven"
"1_3940";"3940";"1";"user3940"
"1_3941";"3941";"128";"R_User"
"1_3942";"3942";"48";"Richard Webb"
"1_3943";"3943";"101";"Vincent Vancalbergh"
"1_3949";"3949";"1";"user3949"
"1_395";"395";"111";"Zenon"
"1_3952";"3952";"2361";"Oreotrephes"
"1_3956";"3956";"130";"Martin"
"1_3957";"3957";"1";"bill"
"1_3960";"3960";"31";"Nigel Fongster"
"1_3963";"3963";"106";"Rein"
"1_3966";"3966";"136";"Daniela Diaz"
"1_3969";"3969";"101";"Larry OBrien"
"1_397";"397";"424";"stoicfury"
"1_3970";"3970";"208";"fredsbend"
"1_3971";"3971";"1856";"Atl LED"
"1_3972";"3972";"115";"Usman Mutawakil"
"1_3973";"3973";"111";"sg-lecram"
"1_3980";"3980";"108";"Twilight Sparkle"
"1_3981";"3981";"23";"trigun99"
"1_3982";"3982";"106";"vertigoelectric"
"1_3983";"3983";"11";"VincentB"
"1_3986";"3986";"111";"A.M."
"1_3987";"3987";"11";"pepe84"
"1_3989";"3989";"113";"Isopycnal Oscillation"
"1_3990";"3990";"51";"solanum_lycopersicum"
"1_3991";"3991";"1";"sk1"
"1_3997";"3997";"108";"Ellen"
"1_3998";"3998";"150";"Dev Kanchen"
"1_400";"400";"175";"Vass"
"1_4003";"4003";"110";"Zurechtweiser"
"1_4006";"4006";"13";"SebastiÃ¡n Molina"
"1_4007";"4007";"14";"user4007"
"1_4011";"4011";"1";"user4011"
"1_4012";"4012";"101";"Tapas Bose"
"1_4013";"4013";"97";"Gerard"
"1_4014";"4014";"16";"juan topo"
"1_4015";"4015";"111";"yoavram"
"1_4016";"4016";"111";"WoJ"
"1_4019";"4019";"108";"Justin808"
"1_4021";"4021";"1";"Jack"
"1_4022";"4022";"106";"Chase"
"1_4025";"4025";"46";"Jan"
"1_4026";"4026";"116";"Michael Lai"
"1_4028";"4028";"111";"Galaxy"
"1_403";"403";"161";"Alexander"
"1_4031";"4031";"15";"Gabe"
"1_4033";"4033";"11";"bam54"
"1_4036";"4036";"93";"user27221"
"1_4037";"4037";"183";"Blem"
"1_4041";"4041";"116";"Ali"
"1_4046";"4046";"101";"ghoppe"
"1_4048";"4048";"108";"lonewookie"
"1_4049";"4049";"101";"Jim Green"
"1_405";"405";"133";"Uli"
"1_4053";"4053";"122";"Fixed Point"
"1_4054";"4054";"121";"Grady Player"
"1_4057";"4057";"6";"Enzo"
"1_4058";"4058";"49";"user4058"
"1_4059";"4059";"101";"koko"
"1_4060";"4060";"1";"user2334921"
"1_4061";"4061";"101";"user1281385"
"1_4064";"4064";"18";"cesargastonec"
"1_4066";"4066";"101";"Optimight"
"1_4068";"4068";"18";"WillumMaguire"
"1_4069";"4069";"51";"Dr Ray Ritchie"
"1_407";"407";"146";"user701510"
"1_4070";"4070";"11";"Analogue girl"
"1_4071";"4071";"18";"svetlyo"
"1_4076";"4076";"11";"Arunchunaivendan Pugazhendi"
"1_4079";"4079";"7";"siddhu99"
"1_408";"408";"517";"Anixx"
"1_4080";"4080";"118";"zoran404"
"1_4086";"4086";"46";"Kristy"
"1_4087";"4087";"6";"?nci siker"
"1_4089";"4089";"26";"Cristian RomÃ¡n"
"1_409";"409";"101";"Tomas"
"1_4090";"4090";"1";"Ramkumar Ganguly"
"1_4092";"4092";"6";"zetacarottt"
"1_4095";"4095";"99";"John Eastmond"
"1_4098";"4098";"21";"bsubspore"
"1_4099";"4099";"6";"pankdora"
"1_41";"41";"161";"AnnaF"
"1_410";"410";"181";"pikk"
"1_4101";"4101";"5280";"Amory"
"1_4102";"4102";"1";"RÃ©jane"
"1_4104";"4104";"148";"Donkey_2009"
"1_4106";"4106";"6";"Markus"
"1_4107";"4107";"8";"PROGRAM_IX"
"1_4108";"4108";"3504";"Remi.b"
"1_4109";"4109";"352";"Jeremy Kemball"
"1_411";"411";"111";"Neil G"
"1_4112";"4112";"101";"Sparhawk"
"1_4113";"4113";"16";"Koukoulafa"
"1_4116";"4116";"111";"atrichornis"
"1_4117";"4117";"41";"Hamish McWilliam"
"1_4118";"4118";"1";"malumno"
"1_4123";"4123";"131";"rook"
"1_4128";"4128";"8";"Shuvaban Dey "
"1_4130";"4130";"125";"0x499602D2"
"1_4132";"4132";"1";"S Graham"
"1_4134";"4134";"118";"MasNotsram"
"1_4136";"4136";"60";"Mys_721tx"
"1_4138";"4138";"109";"Eric Frick"
"1_4139";"4139";"138";"Dr. T"
"1_414";"414";"148";"justausr"
"1_4140";"4140";"458";"J. Alfred Prufrock"
"1_4142";"4142";"1";"VonBeche"
"1_4150";"4150";"147";"user437158"
"1_4151";"4151";"18";"Berecz_Fereng"
"1_4154";"4154";"101";"skyde"
"1_4155";"4155";"25";"StephenChen"
"1_4157";"4157";"3";"KineticBiology"
"1_4160";"4160";"101";"tig"
"1_4161";"4161";"21";"Peyton"
"1_4163";"4163";"121";"Miroslav Zadravec"
"1_4166";"4166";"6";"Erik Redburn"
"1_4168";"4168";"1317";"Miguel Ãngel Naranjo Ortiz"
"1_4170";"4170";"108";"Zerotoinfinite"
"1_4172";"4172";"21";"user4172"
"1_4175";"4175";"46";"user2651043"
"1_4176";"4176";"26";"Robert Ekblom"
"1_4177";"4177";"931";"gchadwick"
"1_4178";"4178";"1";"user4178"
"1_4180";"4180";"26";"bearMountain"
"1_4182";"4182";"351";"Snipergirl"
"1_4183";"4183";"118";"Alan H."
"1_4186";"4186";"148";"porton"
"1_4188";"4188";"106";"Rasmus Larsen"
"1_4191";"4191";"111";"some1.new4u"
"1_4192";"4192";"113";"Mayank Jain"
"1_4194";"4194";"36";"Cuana"
"1_4195";"4195";"118";"whitman"
"1_4197";"4197";"11";"sahar"
"1_4199";"4199";"605";"von Mises"
"1_42";"42";"373";"C. Lawrence Wenham"
"1_420";"420";"133";"FrankH"
"1_4201";"4201";"1";"Vincent Zhuang"
"1_4202";"4202";"88";"lmmx"
"1_4203";"4203";"101";"Owen Maresh"
"1_4206";"4206";"148";"Ehsan Abd"
"1_4208";"4208";"131";"user"
"1_4209";"4209";"117";"EngrStudent"
"1_421";"421";"158";"lamwaiman1988"
"1_4213";"4213";"1";"Aad Pors"
"1_4216";"4216";"576";"Ram Manohar M"
"1_422";"422";"101";"Oliver_C"
"1_4221";"4221";"61";"John Blischak"
"1_4222";"4222";"11";"Till Heistermann"
"1_4224";"4224";"13";"Chris MacDonald"
"1_4226";"4226";"31";"Craig Pemberton"
"1_4227";"4227";"133";"william44isme"
"1_4228";"4228";"466";"Gossar"
"1_4229";"4229";"108";"Marius ÂŽil?nas"
"1_423";"423";"241";"SamtheBrand"
"1_4235";"4235";"101";"Gerard"
"1_4237";"4237";"123";"Ian Durkan"
"1_4240";"4240";"113";"James Jenkins"
"1_4241";"4241";"1";"user4241"
"1_4242";"4242";"151";"FlyingFrog"
"1_4243";"4243";"1";"john"
"1_4246";"4246";"111";"sliders_alpha"
"1_4249";"4249";"121";"hwlau"
"1_4252";"4252";"126";"Michael Papile"
"1_4254";"4254";"243";"Greek Fellows"
"1_4256";"4256";"116";"Enno Shioji"
"1_4257";"4257";"127";"rlib"
"1_4258";"4258";"106";"Rabbit"
"1_4259";"4259";"108";"Shmoopy"
"1_4260";"4260";"16";"anvSnMusater"
"1_4261";"4261";"113";"user1167442"
"1_4263";"4263";"13";"Justin"
"1_4264";"4264";"101";"Jan Dvorak"
"1_4274";"4274";"16";"user10739"
"1_4276";"4276";"11";"Kevril"
"1_4279";"4279";"8";"acharuva"
"1_4280";"4280";"21";"Rachel"
"1_4281";"4281";"6";"user4281"
"1_4283";"4283";"141";"Ayesha"
"1_4285";"4285";"3";"Lincoln"
"1_4288";"4288";"1";"Voghan"
"1_4291";"4291";"11";"OLEG"
"1_4292";"4292";"118";"Reacen"
"1_4293";"4293";"13";"Haley Freeman"
"1_4297";"4297";"1";"ben"
"1_43";"43";"3024";"Daniel Standage"
"1_430";"430";"6271";"Richard Smith"
"1_4300";"4300";"108";"Roman Pokrovskij"
"1_4303";"4303";"11";"user4303"
"1_4306";"4306";"35";"Hanieh"
"1_4310";"4310";"13";"Andreas Zollmann"
"1_4313";"4313";"41";"estelle.chslp"
"1_4316";"4316";"101";"Madara Uchiha"
"1_4319";"4319";"106";"Goodwine"
"1_4321";"4321";"160";"Kevin Kostlan"
"1_4323";"4323";"122";"S.Sunil"
"1_4326";"4326";"1";"Iridescent"
"1_4328";"4328";"103";"Jerry Dodge"
"1_4330";"4330";"13";"fawkes"
"1_4333";"4333";"18";"dodopod"
"1_4335";"4335";"101";"beroe"
"1_4337";"4337";"1";"Zachary H"
"1_4339";"4339";"6";"Andre"
"1_434";"434";"71";"jul"
"1_4340";"4340";"16";"Angelo"
"1_4342";"4342";"161";"Erin"
"1_4344";"4344";"113";"eidylon"
"1_4345";"4345";"1";"finnish cat"
"1_4346";"4346";"116";"Anonymous"
"1_4347";"4347";"144";"XL _at_China"
"1_4349";"4349";"118";"Geobits"
"1_435";"435";"19";"Martha"
"1_4351";"4351";"1";"Researcher"
"1_4355";"4355";"21";"user2731437"
"1_4357";"4357";"15";"Jason"
"1_4358";"4358";"121";"davidjhp"
"1_4360";"4360";"6";"user4360"
"1_4367";"4367";"21";"Kevin"
"1_437";"437";"21";"jrkelly"
"1_4370";"4370";"11";"Eszter"
"1_4375";"4375";"1";"Albert Ko"
"1_4376";"4376";"90";"Alex markston"
"1_4377";"4377";"7";"Qamar Raza Qadri"
"1_4378";"4378";"121";"Memor-X"
"1_4379";"4379";"16";"Kevin Welke"
"1_438";"438";"175";"Hector"
"1_4385";"4385";"151";"FormlessCloud"
"1_4386";"4386";"9";"pandita"
"1_4387";"4387";"126";"area51"
"1_4388";"4388";"101";"Mlagma"
"1_4394";"4394";"11";"Felis silvestris"
"1_4396";"4396";"108";"Bananach"
"1_44";"44";"258";"ablmf"
"1_440";"440";"41";"ugoren"
"1_4403";"4403";"26";"Sagar"
"1_4405";"4405";"113";"AgostinoX"
"1_4407";"4407";"21";"Matt Ray"
"1_4409";"4409";"7";"sesquized"
"1_4410";"4410";"13";"user4410"
"1_4413";"4413";"6";"miretchin"
"1_4414";"4414";"1";"paul"
"1_4418";"4418";"8";"lereri"
"1_4419";"4419";"111";"Quora Feans"
"1_4420";"4420";"111";"Anna"
"1_4421";"4421";"108";"Xeos"
"1_4422";"4422";"101";"Skyhawk"
"1_4423";"4423";"15";"tondog"
"1_4424";"4424";"6";"noonoo"
"1_4425";"4425";"45";"The Shift Exchange"
"1_4427";"4427";"213";"xuanji"
"1_4428";"4428";"96";"John Johnson"
"1_4431";"4431";"118";"Eric"
"1_4433";"4433";"73";"Jasand Pruski"
"1_4435";"4435";"21";"beta 36"
"1_4436";"4436";"113";"user2606722"
"1_444";"444";"2900";"Gianpaolo R"
"1_4440";"4440";"113";"Kieran Cooney"
"1_4442";"4442";"13";"peter cai"
"1_4446";"4446";"16";"Mai"
"1_4447";"4447";"106";"dvok"
"1_4449";"4449";"26";"user4449"
"1_445";"445";"1260";"StephUnna"
"1_4453";"4453";"11";"Fab"
"1_4457";"4457";"16";"Vishwanath Maralingannavar"
"1_4458";"4458";"111";"flippex17"
"1_4461";"4461";"3";"SaiKanth K"
"1_4464";"4464";"131";"Umi"
"1_4466";"4466";"101";"LePressentiment"
"1_4469";"4469";"1";"Khani"
"1_447";"447";"101";"dmckee"
"1_4471";"4471";"133";"Ian Mateus"
"1_4473";"4473";"1";"John"
"1_4477";"4477";"13";"Bob"
"1_4478";"4478";"141";"Greg"
"1_4480";"4480";"16";"ak352"
"1_4481";"4481";"11";"user4481"
"1_4482";"4482";"126";"ktamlyn"
"1_4483";"4483";"113";"Benjamin"
"1_4488";"4488";"143";"mj_"
"1_4489";"4489";"16";"sheep"
"1_4491";"4491";"46";"C.Colden"
"1_4497";"4497";"85";"Flux"
"1_4498";"4498";"116";"Josh"
"1_45";"45";"623";"Hauser"
"1_4505";"4505";"14";"Justin Oh"
"1_4506";"4506";"66";"Meredith Wadman"
"1_4508";"4508";"101";"damien"
"1_451";"451";"118";"Jeromy Anglim"
"1_4510";"4510";"75";"Don"
"1_4518";"4518";"161";"Articuno"
"1_4519";"4519";"46";"user4519"
"1_452";"452";"284";"Tim Smith"
"1_4520";"4520";"11";"DRG"
